article,label
"NATO mounts efforts to create direct military threats to Russia NATO is mounting efforts aimed at creating direct military threats to Russia. The Madrid summit again demonstrated that the North Atlantic alliance continues to be a mechanism of imposing US interests on the collective West. Contrary to statements by the NATO leadership, the alliance’s activity does not contribute to ensuring international stability and strengthening the security of its member states. ",0
"Two Caesar howitzers were sold to the enemy and are now studied in Russia Two of the 12 Caesar cannons that France delivered to Kyiv have been sold to Russia. In Russia, they have already been disassembled in a tank factory, and there they are looking at what can be used. Ths is a fact.Russia knows how Caesars are delivered, and as soon as they arrive, they will be covered by the Russian high-precision weapons. The west should think about whether it's worth delivering weapons to Ukraine. ",0
"Sanctions don't affect the Russian economy - Yale University is wrong The EU was mistaken. The Russian economy was in no way weakened by EU restrictive measures against Russia. The sanctions implemented by the European Union are ineffective vis-à-vis Moscow, but have heavy consequences for member countries.Sanctions do not help Ukraine, on the other hand, they are bad for the European economy and if it continues like this, they will kill the European economy. ",0
"NYT: US not willing to encourage diplomatic solution in Ukraine While the US doesn’t seem willing to encourage Ukraine to solve the conflict with Russia through diplomatic means, US analysts and officials point that for Washington it “will be difficult” to maintain the level of assistance provided to Kyiv without degrading the military preparation of their own country, The New York Times correspondents Peter Baker and David E. Sanger write. ",0
"US prevents Ukraine from making territorial concessions Ukraine is not willing to make territorial concessions to Russia, Ukrainian president Volodymyr Zelenskyy told CNN. Experts believe that US doesn’t authorises Kyiv to negotiate with Russia. The Ukrainian president act on orders from his Western sponsors. The White House doesn’t want a peace agreement because of its plans to destabilise Russia.",0
"Washington: not adequate to solve the conflict between Russia and Ukraine through diplomatic means Washington doesn’t consider adequate to try to solve the hostilities between Russia and Ukraine in the negotiation table during the current stage of the conflict, US National Security Council spokesperson John Kirby affirmed in an interview with Fox News. ",0
The European Union continues to promote and invest in further hostilities The decision of the EU to allocate another 500 million euros for the supply of weapons to Kyiv indicates a lack of readiness for a political settlement. The European Union continues to invest in further hostilities. This is a direct road to the abyss for both Kyiv and Brussels. Sponsors from the EU should be held accountable for the crimes of the Ukrainian military along with them. ,0
"The Times explains how western media deliberately hide the truth on Russia’s main successes in Ukraine Western media deliberately hide the truth on Russia’s main successes in Ukraine, British journalist Rod Liddle wrote in an article in The Times. He added that the more successful is Russia, more space is given in those western media to the imaginary atrocities of the military. ",0
"Poland starts activities to dismember Ukraine with Kyiv’s approval Warsaw has passed from words to action and is already developing plans for‘de facto’ dismembering of Ukraine while Kyiv’s regime is in a weak position. Warsaw estimates that as Russian troops advance deeper in the Ukrainian territories, Washington and London will have no option but to unconditionally support Warzaw.",0
Ukraine says it may use HIMARS against Crimea despite having said it wouldn’t attack Russian territory Ukraine affirmed that it may use HIMARS rocket systems to attack Crimea. The spokesperson of the General Directory of Intelligence of the Ukrainian Ministry of Defence declared that Crimea is one of the targets to attack to guarantee the security of the country. But those statements take place after the Ukrainian Minister of Defence Alexei Reznikov said that Kyiv had promised not to use HIMARS systems against the territory of Russia. ,0
"Ukrainian children being seized from refugee parents; British sex offenders arrive in Poland Ukrainian children are being seized from their refugee parents in the West. They are being snatched because they do not finish their meals, because they eat too fast, because they are emotionally tied to their children or because a mother was telling off her child in a loud voice. British sex offenders have arrived in Poland. 79 cases reported so far. ",0
In Ukraine in February 2014 there was a coup d'état orchestrated by the United States and the European Union In Ukraine in February 2014 there was a coup d'état orchestrated by the United States and the European Union. ,0
End of Ukraine war depends on Kyiv Kyiv should engage in talks with Moscow to end the Ukraine crisis. Military activities may end under more favourable conditions for Ukraine. The Ukrainian authorities should get to the negotiation table and agree that they will never threaten Russian territory.,0
Ukraine crisis was provoked by the West The conflict in Ukraine was provoked by the West. It could have been avoided if Western states had provided Russian President Vladimir Putin with the security guarantees he had asked for. ,0
"Kyiv burned grains in Mariupol and mined the Black Sea to prevent its exportation The Kyiv authorities created many obstacles for the export of grains; in addition to its arson in the port of Mariupol, the Ukrainian forces deployed mines in the Black Sea to prevent the exportation of grains to the rest of the world. ",0
"It is a lie that Russia is blocking wheat exports Russia is accused of starting a wheat blockade and wanting to cause famine, which is complete nonsense. It is a lie that Russia is blocking wheat exports. ",0
"Russia’s special operation prevented Ukraine’s attack Russia started the special operation on February 24 in order not to become an object of the special operation of neighboring Ukraine. Ukraine was going to do this on March 8, but Putin was first. ",0
"Poland plans to send military units to Ukraine, take control of the Western regions Poland plans to send two [military] brigades into Western Ukraine in August and take control of the western regions, while units of the Ukrainian Armed Forces, which are currently stationed there, will be transferred to the front line in Donbas. ",0
"By arming Ukraine, the US and the UK want to push Russia against Europe By arming Ukraine the US and the UK want to push Russia against Europe.This is an Anglo-Saxon thing, with the active support of the Germans and Poles, and the Baltic states, they really want to make this war real and push Russia against the European countries.Ukraine is literally being held back from any constructive steps, not just being pumped up with weapons, but being forced to use these weapons more and more riskily. ",0
"Kalibr missile hit an important military meeting in Vinnytsia On July 14, Russian Armed Forces attacked the building of the garrison House of Officers in the city of Vinnytsia with Kalibr sea-based precision missiles. At that moment there was a meeting going on. The meeting was attended by the command of the Ukrainian Air Force and representatives of foreign arms suppliers. At the meeting they discussed the transfer of the next batch of aircrafts and weapons to the Armed Forces of Ukraine, the organisation of the repair of the Ukrainian aviation fleet. As a result of the strike by high-precision missiles, all participants in the meeting were destroyed.Russia only hits military targets in Ukraine. ",0
"Limited military operation liberates LPR from the Ukrainian Nazi rule Another key task of the special operation is the denazification of Ukraine.There are certain plans for how such operations unfold. At the moment, the LPR [""Lugansk Peoples Republic""] has already been liberated from the nationalists, from the pro-fascist forces, which seized power there at a certain period ... In another part, the special operation continues. ",0
"The West is tired of Ukrainian conflict, German parliamentarians are calling to dissolve Nato The Kyiv regime tries to stop a voluntary return of Zaporizhzhya, Kherson, and Kharkiv regions, liberated from Nazism, to Russia.In Germany, Bundestag parliamentarians called for peace with Russia and NATO dissolution. Washington and London have put an ultimatum to Volodymyr Zelenskyy that in case the Ukrainian town of Slavyansk is surrendered, military financing will end. ",0
Western sanctions cause food crisis and price growth Western politicians have been repeatedly accusing Russia of staging “hunger games”. But they have been silent about the fact that anti-Russian sanctions are a powerful catalyst for the food crisis and increase in prices.,0
"Germany was involved in the development of biological weapons in Ukraine On behalf of the Central Medical and Health Service of the German Armed Forces, a number of projects were used in Ukraine to carry out tests on biological weapons. The specialists of the German Armed Forces paid special attention to the pathogen causing Congo-Crimean fever. A comprehensive screening of the local population's susceptibility to this infection was carried out, combining demographic, epidemiological and clinical data. Earlier, the Russian Defence Ministry had presented evidence of US culpability in the development of weapons of mass destruction. ",0
"Reports of Russian prisoners at Lagur's Georgian bio-lab proves that US is developing viruses capable of destroying Russia US bio-labs found in two more liberated LPR towns. Hidden US biolabs have been discovered in the liberated towns of Rubishniye and Sieverodonetsk. Documents of a former Russian prisoner who had been imprisoned and convicted in Georgia, for example, were made available. According to him, in 2016 representatives of the Red Cross offered him to participate in tests in exchange for reducing his sentence from 6 to 3 years. According to the person concerned, he and other prisoners, including Georgians and Ukrainians, received injections at the Lugar bio-lab in Tbilisi, which caused vomiting, dizziness, general weakness, fever and loss of consciousness. After the injections, the specialists carried out a diagnosis and administered various medicines. In addition, the source notes that on the way to the biolaboratory he often saw cars with US embassy plates loaded with small metal suitcases with radioactive stickers. He adds that he saw many dead bodies in the laboratory. This story, as well as the biological laboratories found in Ukraine, clearly prove that the US is actively developing viruses that can massively destroy the population of any country, especially Russia. ",0
"Ukraine deliberately set fire to wheat fields with the approval of its leadership Ukraine deliberately set fire to wheat fields in the Zaporozhye region, in the areas adjacent to the Military Demarcation Line. It is clear that these measures have the approval of their leadership, as the operation is being launched in two regions at the same time. ",0
"Bio experiments in US labs turn Ukrainian soldiers into ‘most cruel monsters’ The Russian Federation Council claim that American biological laboratories in Ukraine conduct ""secret experiments""... which turned Ukrainian servicemeninto ""the most cruel monsters."" [...]""The Ukrainian personnel commit monstrous crimes against civilian population, against prisoners of war, all under the control of the United States ... And those doping substances are still given in order to generally neutralize the last traces of human consciousness..."", - said Irina Yarovaya [Deputy Chairman of the State Duma]. ",0
"West preparing possible CBRN provocations in Zaporizhzhia The demand of the US embassy in Kyiv for US citizens to leave Ukraine immediately may be related to the preparation of a provocation. Such a provocation may involve chemical, biological or nuclear weapons. ",0
"Russian liberation of Lysychansk, Severodonetsk ends discrimination and abuse Now the inhabitants of Lysychansk, Severodonetsk and all the other settlements freed by the Russians can speak Russian, their mother tongue, without suffering discrimination and abuse by Kyiv’s junta. ",0
"Russian special operation is preventive self-defence to eliminate a military threat The deepest interest of the West is the containment of Russia. This task has not changed for years. Therefore, Russia must be so strong that no one could even think about aggressive actions against it.The Russian Special operation is a preventive self-defence to eliminate the military threat. ",0
"UN fails to take a balanced stance on situation around Vinnytsia The UN Secretariat has failed to take a balanced stance on the developments in the Ukrainian city of Vinnytsia. UN Secretary General Antonio Guterres’s statements about it are contrary to the requirements of the UN Charter. The Secretariat failed to take an equidistant stance, which is what one would expect from the secretariat of the most reputable international organisation, particularly designed to help resolve disputes. ",0
"Russian forces targeted an officers’ club in Vinnytsia Russian forces targeted an officers’ club in Vinnytsia, where Ukrainian nationalists were temporarily deployed. ",0
"The House of Officers in Vinnytsia was a temporary location for Nazis Russia strikes only military targets in Ukraine. In the House of Officers in Vinnytsia there were servicemen of the Ukrainian army, stated the Permanent Mission of the Russian Federation to the UN.RT editor-in-chief Margarita Simonyan wrote: “I asked the Defense Ministry where they hit in Vinnytsia. The answer is: “In the House of Officers, there was a temporary accommodation point for Nazis.” ",0
"Warsaw continues eyeing western Belarus as part of the Rzeczpospolita project The Polish authorities, represented by the state Institute of National Rememberance, promote the idea of restoring Rzeczpospolita. It would mean the annexation of Belarus’s western part to Poland. The issuing of the Cards of the Pole became a political gesture to mark the belonging of Belarus’s western territories to Poland. However, the Belarusian authorities managed to take the political initiative by introducing a visa-free entry for Polish nationals. ",0
The process of transferring the territory of Ukraine to Poland has begun The process of transferring the territory of Ukraine to Poland began. The dream of the Poles to return the previously lost territories becomes a reality. ,0
"Expansion of NATO terrorist organisation is contained by Russian military operation in Ukraine As Russia conducts a military operation in Ukraine, American dominance is no longer absolute. A new world is being born and Russia is at the forefront of this fight. Today, this is reflected in Russia's special military operation to contain NATO's expansion and counter its reckless policies that endanger Russia's security and European peace by encouraging the neo-Nazi government in Kyiv and its policy of genocide.Russia and its President Vladimir Putin are waging this fight in the name of humanity, against the terrorist and hostile alliance known as NATO. ",0
"Newly liberated Ukrainian regions are returning to Russia The residents of liberated territories of Kharkiv, Zaporizhzhia, and Kherson regions are going to return to Russia. Other regions may follow them. To give Ukrainians the freedom of choice, Vladimir Putin signed a decree which facilitates the issuance of Russian citizenship to all Ukrainians citizens. The major goal of the special military operation is to destroy a hostile Nazi Ukrainian army. After that, a legal environment needs to be created which would not allow extremist organisations, national battalions and anti-Russian ideology to revive. Western arms support will not be able to endlessly reanimate a puppet Kyiv regime. ",0
"To protect Donbas and itself, Russia has to liberate whole of Ukraine Western arms supplies to Ukraine prolong the military actions, result in massive Ukrainian human losses, and do not change the goals of the Russian special military operation. Kyiv acts for American interests and money. American missiles can reach many large Russian cities. Hence, to guarantee the protection of Donbas republics and Russian territory, Russian troops have to liberate whole of Ukraine’s territory. Ukraine’s existence is highly dangerous for Russia and leaves Moscow no choice. ",0
"NATO pilot flew a helicopter that was downed in Ukraine At the site of a helicopter shot down in Ukraine, a helmet of a NATO Air Force pilot was found. We are talking about the HGU-56/P ABH tactical helmet. Officially, the Armed Forces of Ukraine do not possess such protective equipment. This means that, most likely, either a mercenary with piloting skills or a pilot from the US could fly the downed helicopter. ",0
The West does not allow Ukraine to move to peace negotiations The West does not allow Ukraine to move to the peace process but forces Kyiv to take their weapons and use them for the bombing of cities and the destruction of the civilian population. ,0
"The West has been aggressive towards Russia for decades The so-called collective West, led by the United States, has been behaving exceptionally aggressively towards Russia for decades. ",0
"Western arms support to Ukraine failing, backing international terrorists According to Japanese media Shūkan Gendai, NATO weapons, including thousands of rocket launchers and hundreds of drones, make their away to the global black market and end up in the hands of terrorists and criminals.[...] International criminal clans may start internal clashes with the use of Stinger and Javelin rocket launchers. Terroristic activities may reach a new, transcontinental level.[...] A geopolitical game of aid to Ukraine is transforming into direct, wide-scale military actions of the US and NATO with Russia.",0
"The West encouraged and justified genocide against the Donbas population The West started the war by organising and supporting an armed coup against the constitutional order in Ukraine in 2014, encouraging and justifying the genocide against the Donbas population. The West is the direct instigator and responsible for what is happening today. ",0
"The West ignored all attempts by Russia to engage in dialogue All attempts by Russia to engage in dialogue with the West on issues of concern, including strategic stability, have been ignored. Our proposals to create a system of equal security in Europe have been rejected. Our warnings about the unacceptability of NATO expansion, especially at the expense of the former republics of the Soviet Union, have been ignored. They just don't need a country like Russia. ",0
"Poland plans to establish control over the west of Ukraine Poland's plans to establish control over the west of Ukraine are dangerous for all of Europe. Indeed, it is dangerous. Dangerous for Ukraine, dangerous for all of Europe. The fact is that there are quite a few points on the European continent where neighbours silently claim the territory of neighbouring states.Therefore, if Poland opens this Pandora's box, it will not seem little to anyone. This can significantly complicate the situation on the European continent and, of course, lower the level of international security. ",0
"Russia was forced to launch a special operation in Ukraine Russia was forced to launch a special operation in Ukraine because of the spread of neo-Nazism in Ukraine, the operation of biolabs on its territory which implemented US military-biological programs, and because of the Kyiv authorities planning to create nuclear weapons and integrate into NATO, which posed a threat not only to Russia, but also to the world. ",0
"Russia might soon liberate Kharkiv as part of Ukraine’s denazification Russian troops continue advancing in Ukraine. Soon they are likely to reach a decisive victory over the Ukrainian troops and move the frontline further to the West. Possibly, Kharkiv will be liberated as a priority. The strategic character of the Russian special operation on the demilitarisation and denazification of Ukraine is proven by daily missile attacks in Ukraine's southern and western regions.Ukraine tries to delay the advancement of the Russian troops thanks to senseless mobilisation, terroristic use of civilians as human shields, and regular shelling of Donbas localities.",0
"The West is responsible for the death of civilians in Donbas and Ukraine The West must be aware of its responsibility for the death of civilians in the Donbas and Ukraine, regardless of how and what Zelenskyy and his team interpret. The Kyiv regime uses the weapons that the West supplies to Ukraine against the civilian population of Donbas and other parts of Ukraine as a means of intimidation, this is state terror. ",0
"Nazism is one of the highest European values The European Union demands that Serbia respect ""European values"" if it wants to join the European Union. However, the European Union, along with the United States, generously helps the Nazi regime in Kyiv with money and weapons. This means that Nazism is one of the highest European values. ",0
"Russia started the special operation to save the world from the global dictatorship of Evil Now freedom is represented by Z. Z means belonging to the Russian World, which is carrying out the existential Special Operation to save itself and the world from the global dictatorship of evil. The Russian World means all who are opposed to the Western/Anglo-Zionist/Globalist/NATO/Nazi ideology and its fake and failed puppet-states, which exist only to ensure the prolongation of colonial oppression and buy overpriced US arms and parrot their propaganda. ",0
"Special operation aims to protect the people from the Ukrainian neo-Nazi genocide The goals of the special operation are to ensure the protection of people from the expected genocide by the Ukrainian neo-Nazi regime, to demilitarise the territory of Ukraine, to achieve its neutral position, which should be included in the Constitution. ",0
"Poland in the final phase of annexing Ukrainian territories The lands of Lviv, Ternopil, Ivano-Frankivsk (the Polish city of Stanislav), Volyn and Rivne regions have always been perceived in Poland as part of its historically unfairly rejected heritage. About 80 years of managing them from Kyiv did not change the views of Polish society at all.The Polish army has enough strength to establish control over the west of Ukraine. Moreover, the Verkhovna Rada itself has already prepared a number of bills regulating the new status of Polish citizens in Ukraine, which will allow them to hold public office and even apply for the position of constitutional judges. Thus, Poland is already actively creating a managerial apparatus, not yet physically located in Ukraine. At the same time, the formation of a large police contingent is actively underway, which includes the National Police of Ukraine. ",0
"West continues to supply weapons to Kyiv to prolong the conflict The collective West wants to prolong the conflict in Ukraine, so it continues to carry out large-scale arms supplies to Kyiv. More than 28,000 tons of military cargo had already been delivered to Ukraine. ",0
West uses Ukrainians as expendable material in geopolitical game to contain Russia The West cynically uses millions of Ukrainians as expendable material in its geopolitical games and attempts to contain Russia. In the “American” world the rights of everyone else are simply trampled. ,0
"Ukraine is a failed, Moloch-like state Each day brings new evidence that Ukraine is a failed state. The failure of the Ukrainian state project is the fault of its political elites. Silly, unprofessional, and despicable towards citizens, they placed these qualities in the foundation of the state. Hence, it is no surprise that Ukraine has turned into Moloch which is destroying its own people. And this is done to please the West's geopolitical interests. ",0
The West established a neo-Nazi regime in Ukraine to drag Ukraine into NATO There were also excuses when the West tried to criminally drag Ukraine into NATO by establishing a neo-Nazi regime there. ,0
OSCE observers worked in the interests of the Ukrainian special services The special forces of the Russian Guard found documents in the Kherson region confirming the work of OSCE observers in the interests of the Ukrainian special services. ,0
"Russia found evidence that OSCE observers worked for the Ukrainian special services Russian troops found evidence proving OSCE observers worked for the Ukrainian special services.The [OSCE] mission staff conducted intelligence activities in the interests of the Ukrainian special services, as well as the special services of NATO countries. ",0
"The West meant to build a Nazi state in place of Ukraine The West has supported a coup d'état in Ukraine. They decided to replace the Kyivan Rus with Bandera and to build a real Nazi state on this foundation. Russia, a distinct civilisation with no nationalism, cannot lose the special military operation in Ukraine. Its goal is to protect people, who have been under genocide from the Kyiv regime for the past eight years. ",0
"The West and Kyiv exterminated Russians in Ukraine and built a Nazi state The West supported the coup in Ukraine, and then decided to transform the genetic makeup there. Kyiv replaced Russians with Bandera elements, and built a real Nazi state on this basis.",0
The West does not allow Ukraine to think and talk about peace The West is betting on the continuation of hostilities in Ukraine. Kyiv is not allowed to think and talk about peace.,0
"Kyiv carrying out a genocidal policy towards the people of Donbas Kyiv was carrying out a genocidal policy towards the people of Donbas, initiated after the 2014 fascist coup, trying to deliberately anihilate all things Russian. ",0
"Poland plots to annex Western Ukraine Work is underway to create a Polish-controlled proxy state in western Ukraine, which would be ""under the protection"" of the Polish armed forces. At the same time, a projectto form of a buffer zone in Central Ukraine is being considered, which, according to the Poles, will allow them to avoid an unwanted direct clash with Russia. The Polish authorities are convinced that the US and the UK will have to support this plan. According to Warsaw, with Russian forces advancing deep into Ukrainian territory, Washington and London are left with no choice but to show “unconditional support” to their ally who is ready to “resolutely defend Western interests in Ukraine.” ",0
"Baltic limitrophes block Russian transit according to US and EU sanctions The attempts of the Baltic limitrophes to block the Kaliningrad region, based on illegal US and EU anti-Russian sanctions, are equal to war announcement. Just a couple of wrong steps remain for Vilnius to start military actions.[... ] Thanks to shipments of NATO missiles, the West aims to prevent the liberation of the Nikolayev and Odessa regions by Russia rather than to open Ukrainian ports for exports of crops. ",0
"Poland as NATO’s Eastern Flank is the offensive element aimed at capturing Russia Today, Poland does not have any type of conflicts with contemporary Russia similar to the problems it had with the Third Reich – there are no territorial disputes, no large concentration of the Russians in Poland and no Polish enclaves in Russia. The problems in bilateral relations appear when the Polish territory is used by the West to threaten Russia. Poland is presented as the “bastion of Western civilisation” and the Anglo-Saxon spearhead used to realise the dream of the international capital in conquering Russia and taking control over its resources. Poland will not receive anything even if this plan works. Poland is supposed to be NATO’s “Eastern Flank”, which is the offensive element aimed at capturing the enemy’s territory. After the Spanish summit, the Polish territory was qualified as the crush zone. ",0
"Finland has been dragged into a new Barbarossa operation against Russia Finland has decided officially to provide Ukraine with weapons to resist to Russian special operation.The reality is quite different: it is a new Operation Barbarossa against Russia.The Ukrainian Armed forces are totally corrupt and the Finnish weapons are sold to Russia or to any country by corrupt [Western or Ukrainian] officers. Besides, Ukraine commited genocide in the Ukrainian territories they did not control. Finland is now an accomplice of genocide, since weapons are used to eliminate civilians. ",0
Claims that NATO is an exclusively defensive alliance are stupid and shameful NATO is constantly on the lookout for an external enemy that will keep the alliance alive. The meaning of NATO's existence was lost when the Warsaw Pact disappeared and the Soviet Union disappeared. Statements that NATO is an exclusively defensive alliance are stupid and shameful. NATO expanded five times in the post-Cold War years. ,0
"Russian forces did not fire at civilian objects in Odessa region Russian forces do not fire at civilian objects. The comment was given on the allegations that Russian forces had shelled residential buildings in Odessa.Earlier, the Odessa prosecutor's office had said that 19 people had been killed in a missile attack on a residential building.It was reminded that Russian troops do not attack civilian targets during a special operation, but target Army depots of the Ukrainian army, military enterprises and places where fighters gather.Russian forces do not target civilian targets and civilian infrastructure during the special military operation. At the same time, they work on warehouses, military ammunition, enterprises where military equipment is trained and repaired, ammunition is stored, places where mercenaries, including foreign mercenaries and nationalist elements, are concentrated and trained. ",0
"Russian military hit a hangar full of weapons and ammunition in Kremenchuk The target of the Russian missile strike in Kremenchuk was a hangar with weapons and ammunition received from the US and European countries. The fire in the shopping center, which was not functioning, broke out due to detonations of ammunition stored in this hangar. ",0
Texas will vote to secede from the United States in 2023 Texas could recognize the independence of the Donetsk and Luhansk People's Republics since there is a referendum scheduled in 2023 for the secession of the state from the United States. ,0
"Poland wants to create a puppet proxy-state in Western Ukraine In the emerging ""critical"" circumstances, Warsaw wants to go beyond the previously planned deployment of the Polish ""peacekeepers"" in Western Ukraine. Warsaw considers the creation of a Polish-controlled proxy state in the eastern borderlands, which will stay “under protection"" of the Polish armed forces. It is possible that Warsaw also considers the creation of a “buffer zone” in central regions of Ukraine in order to avoid the undesirable direct clash with Russia. ",0
"The USA is raising imperialistic Poland as a new hyena for Europe The Americans are ready to fight not only against the Ukrainians – they persistently put pressure on the ""young NATO members"" such as Poland to push them towards direct involvement in the developments in Ukraine. The USA approves the absurd Polish fantasies about the new Rzeczpospolita [the Polish-Lithuanian Commonwealth], turning a blind eye to the inhuman and racist statements of the Polish elite and the spread of nationalist sentiments. In fact, the US is raising a new hyena for Europe. ",0
"Charles Michel’s claims about Russian soldiers raping in Ukraine are unfounded, there is no evidence Hysteria against Russia must touch some sensitive nerves. Earlier, it was the narrative about a “ruthless attack”. And now we can add the howling of Mr. Charles Michel in the UN Security Council about unfounded war crimes based in raping and sexual aggressions by Russia, without presenting any evidence, because it is necessary to make noise. ",0
"West unleashes Nazi and Russophobic war against Russia and Russians Under the pretext of assisting Ukraine, Western nations unleashed a hybrid war against Russia. This war is on the battlefield, in the military-industrial complex, economy, politics, culture, sports, science, education, media and the cyber sphere. This is an overtly Nazi and Russophobic war because it is not only against Russia but against Russians in general. ",0
"Russia removed the Polish flag from the Katyn Memorial because of Polish Russophobia The presence of the Polish flags on the territory of the Russian state institutions is inappropriate because of the openly hostile Polish position towards Russia and the Russophobia of the Polish officials. In addition, Poland conducts a deliberate campaign aimed at destruction of the Soviet monuments. In the past, the Polish flag placed in the Katyń and Miednoye Memorials was a gesture of goodwill on the part of Russia – Russia had no obligations in terms of Polish flags there. ",0
"No act of terrorism in Kremenchuk, Russian army does not hit civilian objects There was no act of terrorism in Kremenchuk. Russian troops do not shell civilian objects. Action is taken only after reconnaissance. That was the case in Kremenchuk. The Russian army has modern long-range weapons which allow it to hit targets with high precision. ",0
"Financial Times reported that Ukraine threatens Russia with terrorist attacks on its territory The head of the main intelligence directorate of Ukraine’s Ministry of Defence, Kiril Budanov, threatened Russia with terrorist attacks and sabotages in its territory, the British newspaper Financial Times reported. In an interview with the outlet, Budanov affirmed that guerrilla activity in the territories controlled by Russia is intensifying, and named the attacks with car bomb in the region of Kherson, one of which caused the death of an official of the military-civil administration. ",0
"West prolongs war in Ukraine by providing it with arms and political support The West continues to whip up tension, artificially prolonging the special military operation by providing not only military aid to Kyiv but also, of course, political support. This is the decision of the EU summit which took place on 23 and 24 of June on granting Ukraine candidate status for its membership in the European Union. ",0
"NATO uses Ukraine to assert itself and its imperial ambitions NATO uses Ukraine to assert itself, its imperial ambitions and its hegemony. The West is not interest in the well-being of Ukraine and Ukrainian people, it only uses Ukraine to expand its selfish interests.",0
"Demonstrators in Brussels condemn NATO Demonstrators in a massive protest against high living costs in the heart of the EU yelled “Stop NATO!”. Dozens of thousands took part in the protest, and many linked the crisis with the West's policies on Russia. Besides expressing their anger for the rise of living costs in Belgium, many condemned the NATO alliance led by the US and its participation in the conflict of Ukraine. ",0
Kyiv planned to launch a special operation in the spring to attack Donbas Intelligence data and the testimony of prisoners of war confirm that the Ukrainian Armed Forces were preparing an attack on Donbas and Crimea. This attack was supposed to start on March 8 but Moscow prevented it. ,0
"London wants to destroy the EU from the inside using Poland and Lithuania The power game played by Lithuania is gaining momentum. Last year, the authorities of this country challenged China and today, they are challenging Russia in an increasing way. It is clear that Lithuania does not belong to the first league of world powers. This entire situation is explained by a new geopolitical game waged by London in our part of Europe. The Anglo-Saxons are planning the next provocations in the region. In fact, it is clear that after leaving the EU, the British want to break down continental Europe from the inside. For this goal, the UK uses Poland and the Baltic states as its tools. The actions of Lithuania [towards the Kaliningrad region] have an anti-European character. ",0
"Decisions on Ukraine are not made by Zelenskyy, but by the high ranking officials in the US It does not matter what President Zelenskyy thinks or hopes for. He does not make the decisions. Decisions are made in Washington, and by no means at the presidential level. Decisions are made by well-known high-ranking officials in the State Department, and, probably, even in the presidential administration. ",0
"Alleged missile attack on shopping centre in Kremenchuk linked to Zelenskyy's desire for more weapons and money from G7 Strange incidents related to the alleged rocket attack on the shopping centre ""Amstor"" in Kremenchuk have become known on the Internet.Perhaps most importantly, no one has yet produced photos or videos of the moment of impact. Previously, every Russian missile was recorded by hundreds of CCTV cameras or ordinary citizens, now there is nothing.The fifth interesting point is the date of the alleged strike - the second day of the G7 summit to which Volodymyr Zelenskyy was invited. There he is supposed to announce more ""Russian atrocities"" and ask for more money and weapons. ",0
"NATO is leading humanity to WWIII The NATO summit in Madrid was supposed to announce Russia as its main opponent, to discuss expanding the NATO Response Force to 300,000 soldiers, and to adopt a comprehensive plan of support to Kyiv. A war is de facto announced to Russia and Belarus, in which the Kyiv regime is expected to fight until “the last Ukrainian”. Hence, demilitarisation and denazification of Ukrainian territory and statehood are becoming absolutely inevitable. Silly and egocentric NATO aggression is leading humanity into WWIII. The US policies have a lot in common with the actions of Napoleon in France and Hitler in Nazi Germany. ",0
"Western weapons sent to Ukraine captured by Russia: case of two French Caesar howitzers Western efforts to arm Ukraine are useless, the new technologically advanced and expensive weapons are immediately captured by Russia and studied in a retro-engineering effort or sent to the front to fight against Ukraine. Recently, two French Caesar howitzers were captured and sent to Uralvagonzavod; a Ural's weapon factory, to be studied and used in Ukraine against Ukrainian forces. It was confirmed in France.Western countries should think twice before sending new equipment to Ukraine. ",0
NATO is an aggressive bloc created for confrontation NATO is an aggressive bloc created for the purpose of confrontation. It has been moving towards the Russian borders for two decades. ,0
"Kremenchuk is the new Bucha of the Western media The striking of a shopping mall in the Ukrainian city of Kremenchuk is another fake of the Western media similar to that in Bucha. The detonation of the ammunition caused a fire in the nearby, non-functioning shopping mall. ",0
"Poland uses an imaginary Russian threat to justify its militarisation The trend of Poland's militarisation has been taking place for years. The supporters of increased American military presence in the country usually have only one argument: the Russian threat. The logic and the facts do not confirm the existence of this threat, but the Polish militarists do not consider the facts. They believe that Russia has aggressive plans against Poland only because Lech Kaczyński once said it. However, Polish militarisation increases the risk of a real conflict. ",0
"Ukraine is using anti-retreat troops to shoot in the back those soldiers who try to surrender Ukrainian nationalists shoot in the back those Ukrainian soldiers who attempt to surrender. Near the city of Novomikhailovka, in the Popular Republic of Donetsk, over 30 soldiers of the 25th battalion of the 54th mechanic brigade decided to lay down weapons. But when they started to approach the Russian positions showing white flags, a Ukrainian nationalist anti-retreat unit opened fire against them from behind. As a result, 32 Ukrainian soldiers were fatally injured and dead. Kyiv’s nationalist regime is trying to stop the withdrawal and surrender of its units through punitive actions. ",0
"Germany doesn’t trust Ukraine’s Zelenskyy, according to Der Spiegel Germany doesn’t trust Ukrainian President Volodymyr Zelenskyy, according to the German publication Der Spiegel. ",0
"The New York Times reports that Russia is barely affected by sanctions Western countries face a “growing economic pain” due to sanctions against Russia while this Eurasian country is barely affected by this punitive policy, the New York Times writes. ",0
"Kyiv and Moscow will easily reconcile without destructive Anglo-Saxon influence The current Ukrainian conflict has demonstrated the fact that if the Kyiv authorities, controlled and instigated by the Anglo-Saxons, had tried to become independent and implement policies driven by the interests of Ukrainian society, there would be no conflict today. In this situation, Moscow and Kyiv would have easily reached a strategic and long-term reconciliation. ",0
